id,valor,peso,volumen,categoria
812,97.36,40.61,5.92,medical
813,12.45,34.47,8.87,food
814,84.24,13.64,36.52,tools
815,13.27,28.26,22.53,electronics
816,54.37,45.94,1.48,clothing
817,60.82,39.3,5.39,food
818,19.08,29.81,30.58,tools
819,92.87,28.57,4.94,electronics
820,87.41,44.13,35.24,electronics
821,41.39,24.79,24.75,tools
822,21.36,20.75,25.11,medical
823,8.68,44.59,13.93,food
824,9.68,24.29,11.47,electronics
825,6.92,41.05,12.82,electronics
826,85.07,43.05,27.71,food
827,17.77,48.74,18.28,electronics
828,30.59,21.42,26.18,food
829,46.96,45.76,16.88,medical
830,77.15,43.49,33.02,clothing
831,80.19,4.22,28.67,medical
832,17.89,42.71,35.29,tools
833,21.51,43.88,8.83,tools
834,28.7,23.37,36.8,food
835,31.03,41.35,20.7,tools
836,69.71,12.85,20.06,medical
837,21.87,43.65,23.89,electronics
838,37.7,42.05,11.09,tools
839,32.08,19.94,7.35,clothing
840,79.08,11.5,9.63,food
841,69.38,14.19,16.97,tools
842,87.14,48.39,27.61,medical
843,91.59,32.72,24.44,tools
844,26.26,30.81,37.78,electronics
845,45.26,19.45,14.6,electronics
846,25.73,15.81,21.3,clothing
847,42.73,6.01,20.95,electronics
848,58.34,30.09,12.02,tools
849,50.77,17.48,11.78,electronics
850,86.84,13.8,28.73,electronics
851,22.89,26.35,10.37,tools
852,81.52,40.32,24.4,electronics
853,69.67,36.34,26.56,electronics
854,29.65,21.51,16.14,tools
855,60.39,49.74,32.82,electronics
856,74.02,11.9,21.85,medical
857,91.12,33.92,20.79,food
858,84.86,43.95,8.06,tools
859,49.72,37.31,29.28,clothing
860,77.48,9.97,27.51,electronics
861,67.17,11.89,9.71,electronics
862,44.94,44.46,15.5,clothing
863,32.93,42.71,19.35,clothing
864,60.13,31.41,19.42,food
865,52.55,43.51,15.89,electronics
866,44.25,43.67,6.88,food
867,37.55,49.37,35.82,medical
868,18.61,43.26,8.03,tools
869,51.32,31.92,7.9,tools
870,5.45,14.4,30.69,food
871,59.75,8.76,31.62,tools
872,17.29,22.25,17.75,medical
873,96.71,19.78,2.47,food
874,74.41,47.55,35.79,clothing
875,23.1,34.16,25.44,food
876,26.5,43.97,13.17,tools
877,41.44,29.84,7.51,tools
878,33.33,15.25,29.39,clothing
879,54.79,22.25,27.78,food
880,37.56,45.17,15.01,food
881,20.66,45.44,32.67,tools
882,26.7,36.63,6.12,tools
883,61.02,9.28,15.3,tools
884,40.64,32.38,31.08,clothing
885,9.62,49.74,26.82,tools
886,9.58,6.67,18.33,tools
887,56.99,24.25,6.97,tools
888,33.61,33.42,26.84,electronics
889,64.17,35.34,17.33,tools
890,53.6,31.27,12.03,tools
891,52.29,30.84,31.34,clothing
892,97.45,18.54,16.98,food
893,8.74,25.32,9.1,medical
894,36.41,1.13,27.19,tools
895,84.35,33.78,6.82,tools
896,79.05,4.68,29.22,electronics
897,66.21,23.38,39.11,electronics
898,49.11,5.89,7.81,tools
899,85.96,18.65,27.39,medical
900,75.16,5.65,30.57,tools
901,5.92,7.78,26.24,electronics
902,38.97,22.45,25.25,tools
903,40.4,17.79,5.44,medical
904,96.42,14.32,16.04,medical
905,80.99,32.79,32.08,tools
906,17.59,36.59,39.28,food
907,14.85,45.65,19.82,clothing
908,69.45,9.88,15.81,electronics
909,63.08,43.27,35.32,food
910,50.89,24.92,35.62,medical
911,9.37,13.82,13.26,clothing
912,77.92,29.26,23.04,electronics
913,54.31,34.72,25.11,medical
914,67.86,13.18,14.48,medical
915,19.12,41.5,35.79,clothing
916,10.18,32.53,7.12,medical
917,85.93,43.6,3.92,medical
918,35.46,17.21,11.85,clothing
919,26.16,32.52,16.73,food
920,12.49,22.77,23.35,tools
921,86.38,22.91,5.63,medical
922,75.8,1.87,16.73,tools
923,57.93,1.01,4.54,clothing
924,96.5,32.24,35.71,clothing
925,24.65,33.9,38.06,electronics
926,83.4,41.01,33.93,electronics
927,58.21,31.37,19.45,electronics
928,73.01,6.59,30.61,food
929,5.21,18.4,25.71,electronics
930,57.03,19.32,5.15,food
931,51.78,41.27,29.96,medical
932,15.16,30.93,8.31,medical
933,25.48,41.4,8.43,electronics
934,15.24,21.31,37.14,clothing
935,16.71,44.7,18.84,clothing
936,95.84,7.6,20.45,clothing
937,74.94,28.11,17.88,clothing
938,50.88,25.91,36.93,food
939,70.72,9.51,32.79,tools
940,41.8,30.43,35.43,clothing
941,88.73,21.51,24.75,food
942,30.99,48.22,38.85,medical
943,81.46,7.77,24.5,clothing
944,33.4,35.37,34.57,clothing
945,65.1,10.84,25.34,electronics
946,70.23,46.14,6.17,food
947,52.87,35.02,13.57,tools
948,77.27,28.55,23.73,medical
949,69.05,44.8,21.82,medical
950,81.79,26.61,1.99,food
951,10.04,3.77,11.41,food
952,98.44,34.49,6.71,tools
953,70.61,15.46,30.39,tools
954,39.07,23.18,25.03,clothing
955,87.16,37.38,22.89,food
956,53.54,40.04,28.15,tools
957,93.02,19.99,38.31,electronics
958,96.75,3.64,30.0,food
959,63.95,39.27,34.93,food
960,91.59,35.53,26.26,clothing
961,56.93,30.57,31.27,food
962,32.95,9.69,27.62,food
963,96.44,37.02,5.65,tools
964,45.71,28.27,6.07,clothing
965,85.37,1.28,19.19,food
966,8.79,46.5,24.28,clothing
967,85.1,15.76,31.81,clothing
968,39.02,39.42,13.4,food
969,95.91,26.51,31.66,food
970,44.51,27.31,4.59,food
971,88.92,33.5,13.91,electronics
972,25.75,37.88,21.69,clothing
973,83.25,49.08,1.34,electronics
974,47.34,45.32,24.93,clothing
975,28.16,2.95,35.54,medical
976,92.01,47.3,16.05,clothing
977,73.78,2.21,21.16,electronics
978,53.86,25.93,19.99,electronics
979,90.34,10.43,21.04,tools
980,20.9,47.86,21.98,tools
981,64.56,11.33,25.55,food
982,87.17,21.79,5.05,clothing
983,83.73,44.05,29.91,medical
984,66.42,47.05,30.13,food
985,7.26,36.13,2.48,tools
986,10.16,39.92,22.77,clothing
987,83.05,45.64,16.9,medical
988,64.87,22.22,1.66,tools
989,55.81,32.43,25.12,clothing
990,9.32,42.56,14.95,clothing
991,15.08,39.56,12.75,tools
992,31.74,46.41,15.88,tools
993,50.03,27.14,6.32,medical
994,80.69,42.62,12.5,food
995,33.32,44.46,38.65,electronics
996,95.95,1.55,35.12,food
997,16.71,1.25,24.27,clothing
998,57.01,5.17,9.19,electronics
999,25.12,45.38,34.21,food
1000,20.29,11.82,33.56,food
