id,valor,peso,volumen,categoria
1600,79.18,31.03,20.69,tools
1601,14.42,29.33,1.55,food
1602,73.0,48.25,7.7,clothing
1603,5.41,36.54,37.05,clothing
1604,85.87,24.26,28.23,food
1605,46.77,47.93,8.05,electronics
1606,98.22,21.78,21.06,medical
1607,15.72,49.25,5.82,tools
1608,54.37,25.29,15.09,electronics
1609,57.93,2.99,13.8,tools
1610,41.55,23.39,29.71,medical
1611,26.46,20.96,39.41,medical
1612,22.93,4.41,33.8,medical
1613,94.21,19.0,1.5,medical
1614,68.85,20.42,21.38,tools
1615,16.33,20.35,28.11,tools
1616,75.44,44.73,7.58,electronics
1617,97.64,17.59,24.2,medical
1618,16.66,42.07,29.28,electronics
1619,77.66,38.53,24.15,medical
1620,38.83,33.67,38.06,medical
1621,53.58,8.22,18.73,tools
1622,28.82,25.37,25.51,food
1623,7.82,37.15,33.38,medical
1624,69.42,48.63,15.92,electronics
1625,19.51,31.48,4.76,tools
1626,67.8,26.48,20.2,medical
1627,24.18,33.44,20.12,electronics
1628,56.53,40.66,22.08,tools
1629,95.5,2.55,17.79,tools
1630,41.44,16.41,15.68,medical
1631,8.42,9.67,26.72,electronics
1632,89.05,9.04,17.8,electronics
1633,72.99,24.89,5.27,medical
1634,67.71,34.58,23.32,medical
1635,58.41,8.66,3.17,electronics
1636,52.0,48.57,25.06,electronics
1637,77.81,14.94,3.4,clothing
1638,9.29,42.01,14.61,clothing
1639,7.56,44.68,14.31,tools
1640,45.67,49.61,17.07,tools
1641,67.82,13.13,26.28,clothing
1642,13.07,34.71,34.89,tools
1643,37.07,1.97,13.72,medical
1644,67.49,21.7,21.08,medical
1645,30.33,35.1,23.93,electronics
1646,40.89,20.12,23.33,medical
1647,14.51,34.08,14.1,clothing
1648,82.09,33.7,7.5,electronics
1649,39.52,22.36,20.38,tools
1650,84.84,27.26,12.21,tools
1651,33.25,29.1,32.38,clothing
1652,75.57,5.51,33.92,tools
1653,61.23,14.39,23.09,clothing
1654,50.15,11.28,32.03,electronics
1655,52.94,15.7,26.87,electronics
1656,24.01,20.71,25.37,medical
1657,68.8,27.83,35.35,clothing
1658,86.96,29.27,9.31,medical
1659,30.45,32.26,32.55,medical
1660,93.79,36.6,3.34,food
1661,39.61,8.24,6.87,electronics
1662,85.19,21.1,34.55,tools
1663,65.22,42.45,11.41,electronics
1664,66.37,13.57,24.45,medical
1665,27.66,8.35,2.08,electronics
1666,49.1,28.43,18.01,tools
1667,24.19,14.36,2.14,electronics
1668,67.57,9.62,34.25,medical
1669,79.31,3.71,35.96,electronics
1670,62.15,43.49,36.12,medical
1671,90.19,33.91,35.54,medical
1672,94.6,36.49,6.48,tools
1673,59.24,25.51,5.71,clothing
1674,95.22,46.65,10.82,tools
1675,27.62,6.99,32.46,electronics
1676,84.07,37.12,32.43,food
1677,93.87,11.68,5.17,food
1678,97.14,22.53,10.92,clothing
1679,10.31,27.14,28.29,tools
1680,35.07,21.77,27.63,electronics
1681,88.55,46.91,15.16,electronics
1682,83.03,2.03,38.71,clothing
1683,8.31,37.23,32.16,tools
1684,70.61,39.65,10.35,clothing
1685,41.55,32.31,28.32,tools
1686,55.82,12.58,18.25,tools
1687,91.43,20.26,39.14,electronics
1688,33.58,46.88,30.51,electronics
1689,24.99,44.62,36.72,electronics
1690,88.55,38.57,16.85,tools
1691,31.03,4.92,31.4,medical
1692,49.75,21.24,33.81,medical
1693,88.29,41.19,33.15,electronics
1694,53.1,18.24,24.48,clothing
1695,75.09,23.21,2.07,tools
1696,65.93,10.0,18.29,food
1697,5.29,10.8,12.92,clothing
1698,12.81,8.73,21.14,food
1699,85.46,34.6,31.91,electronics
1700,47.89,43.8,6.21,food
1701,70.31,41.51,32.18,food
1702,13.02,19.01,16.35,medical
1703,94.75,44.33,9.75,tools
1704,92.7,32.71,25.44,tools
1705,97.54,10.72,28.35,food
1706,9.73,31.28,24.42,food
1707,13.46,19.03,37.94,tools
1708,6.34,26.77,31.16,medical
1709,83.59,25.21,9.75,food
1710,23.1,43.23,31.5,electronics
1711,75.91,19.72,17.82,food
1712,62.01,49.77,12.04,food
1713,44.74,21.02,6.69,electronics
1714,97.73,12.54,18.59,food
1715,40.12,34.53,18.87,tools
1716,49.54,43.7,39.0,medical
1717,70.25,35.95,28.63,clothing
1718,29.34,5.67,3.29,electronics
1719,93.45,24.08,14.82,clothing
1720,94.24,48.39,24.33,tools
1721,5.51,25.72,15.86,medical
1722,68.77,7.48,35.8,tools
1723,60.15,13.75,20.65,electronics
1724,88.4,7.46,13.38,clothing
1725,46.13,13.76,13.22,food
1726,52.43,48.7,11.96,electronics
1727,92.99,14.86,35.2,clothing
1728,83.81,46.41,21.16,medical
1729,89.8,16.46,39.79,food
1730,57.79,46.22,25.83,medical
1731,10.06,8.28,9.96,tools
1732,49.67,9.01,19.22,tools
1733,99.54,46.43,2.59,electronics
1734,98.94,28.48,18.85,tools
1735,85.35,43.48,5.82,tools
1736,24.35,14.92,33.56,clothing
1737,83.14,28.6,26.86,food
1738,60.44,48.61,21.51,clothing
1739,22.15,46.1,10.6,medical
1740,69.31,44.48,2.01,tools
1741,42.45,29.93,38.1,electronics
1742,19.61,4.97,33.4,medical
1743,48.14,47.8,24.17,tools
1744,36.3,3.15,25.27,medical
1745,35.87,36.85,29.64,clothing
1746,17.29,43.3,32.26,electronics
1747,35.7,3.72,3.76,clothing
1748,41.23,20.54,7.94,medical
1749,13.47,42.76,7.35,medical
1750,32.07,37.88,26.51,tools
1751,33.36,40.25,29.7,electronics
1752,90.85,30.57,15.0,tools
1753,84.05,26.12,20.1,medical
1754,50.26,28.59,17.5,medical
1755,82.04,31.08,17.93,medical
1756,13.83,26.15,38.96,food
1757,66.52,35.97,37.3,clothing
1758,64.81,26.71,12.34,medical
1759,12.52,40.28,12.72,food
1760,70.01,15.72,10.7,medical
1761,33.07,3.34,3.98,tools
1762,53.77,26.02,17.11,medical
1763,67.78,28.86,10.88,electronics
1764,60.63,38.66,1.63,medical
1765,22.06,9.93,16.33,tools
1766,44.54,35.51,13.24,medical
1767,76.95,23.05,32.51,electronics
1768,96.84,43.7,8.3,food
1769,12.43,49.13,11.11,tools
1770,46.21,1.88,16.4,tools
1771,21.31,24.38,27.98,clothing
1772,73.96,15.84,32.71,clothing
1773,39.27,34.02,27.92,medical
1774,81.44,5.29,6.27,food
1775,15.63,1.78,38.85,tools
1776,24.88,32.78,26.34,medical
1777,85.0,43.05,22.0,tools
1778,33.59,23.71,19.49,tools
1779,16.06,45.22,29.81,medical
1780,96.57,24.1,34.53,clothing
1781,28.05,15.45,33.35,medical
1782,9.84,1.39,25.59,medical
1783,98.05,42.58,29.75,clothing
1784,74.45,49.95,2.44,medical
1785,51.18,29.96,24.85,medical
1786,27.03,3.97,1.74,clothing
1787,35.01,4.11,35.82,medical
1788,89.47,6.73,25.29,electronics
1789,47.59,22.38,7.29,food
1790,49.58,22.47,20.8,clothing
1791,91.36,17.62,24.48,medical
1792,17.46,15.38,28.74,medical
1793,84.14,33.98,29.65,medical
1794,80.98,42.38,25.25,electronics
1795,70.62,5.22,19.83,food
1796,23.95,30.68,4.94,medical
1797,94.59,25.19,10.15,clothing
1798,9.47,1.89,35.36,electronics
1799,69.31,9.56,34.52,clothing
1800,8.04,4.12,17.79,clothing
1801,26.54,28.54,19.97,electronics
1802,79.56,38.7,31.03,clothing
1803,30.41,8.41,27.92,clothing
1804,62.41,6.1,2.97,medical
1805,80.9,48.17,30.47,tools
1806,79.26,30.87,34.48,tools
1807,83.24,3.06,5.11,tools
1808,87.73,45.64,7.12,electronics
1809,72.28,38.34,20.44,tools
1810,19.66,18.82,32.95,tools
1811,85.62,22.52,17.21,tools
1812,28.31,40.65,14.31,clothing
1813,21.27,14.03,28.89,medical
1814,39.26,33.58,6.91,clothing
1815,45.06,12.18,32.27,medical
1816,92.21,45.01,38.12,clothing
1817,80.49,18.73,2.16,food
1818,78.16,36.16,21.18,tools
1819,13.05,16.43,39.3,food
1820,46.24,20.27,2.45,food
1821,90.74,3.83,25.63,clothing
1822,97.4,21.55,35.55,clothing
1823,87.99,36.36,13.23,electronics
1824,5.75,14.71,21.58,food
1825,71.53,22.86,9.0,clothing
1826,64.31,31.29,18.24,electronics
1827,89.33,39.3,16.78,food
1828,88.69,5.13,21.96,medical
1829,73.88,37.26,5.91,clothing
1830,31.97,5.55,22.52,clothing
1831,37.37,32.15,1.91,clothing
1832,61.29,12.83,31.19,medical
1833,98.76,6.41,3.34,electronics
1834,29.68,25.87,5.83,tools
1835,47.63,29.05,1.2,electronics
1836,98.38,40.46,39.57,clothing
1837,72.89,46.94,26.96,clothing
1838,27.21,15.66,27.01,clothing
1839,68.88,36.0,21.27,food
1840,15.0,26.31,8.51,electronics
1841,48.16,8.18,17.6,medical
1842,12.78,4.05,35.65,medical
1843,25.4,4.83,27.4,medical
1844,60.88,26.43,16.4,electronics
1845,60.51,32.19,39.86,medical
1846,74.51,21.43,7.35,clothing
1847,17.08,35.85,6.05,clothing
1848,87.01,6.78,9.29,medical
1849,8.1,8.69,22.8,tools
1850,62.15,21.02,5.71,clothing
1851,32.51,26.62,5.59,electronics
1852,99.15,15.86,19.95,food
1853,18.5,29.89,2.9,electronics
1854,89.46,11.56,32.95,medical
1855,5.2,27.83,3.64,tools
1856,44.67,29.08,23.06,electronics
1857,79.23,24.29,29.08,clothing
1858,17.62,7.79,25.82,medical
1859,68.39,8.3,29.39,tools
1860,80.98,33.56,16.98,food
1861,90.52,17.61,2.79,medical
1862,74.91,32.65,34.77,tools
1863,59.34,40.01,28.59,clothing
1864,66.29,32.55,4.32,clothing
1865,56.47,38.12,38.33,clothing
1866,22.99,24.32,35.98,tools
1867,67.53,27.06,38.53,electronics
1868,79.74,13.02,28.52,clothing
1869,47.2,40.54,24.67,medical
1870,60.94,25.08,37.42,electronics
1871,46.52,21.33,34.53,electronics
1872,41.29,5.46,39.21,clothing
1873,20.97,8.06,10.97,tools
1874,19.65,47.66,27.47,tools
1875,63.38,16.94,2.06,tools
1876,33.31,5.84,6.56,electronics
1877,29.5,47.14,36.08,tools
1878,24.24,37.85,23.86,medical
1879,53.32,25.72,38.02,electronics
1880,10.76,23.78,16.88,medical
1881,7.75,32.04,36.64,tools
1882,30.57,48.21,27.33,food
1883,77.48,32.93,5.9,clothing
1884,43.64,5.11,25.8,food
1885,79.37,7.98,22.08,food
1886,79.29,27.34,17.53,clothing
1887,47.92,1.05,19.12,clothing
1888,32.48,48.63,1.02,medical
1889,30.96,13.29,27.52,electronics
1890,85.03,11.42,33.79,electronics
1891,9.32,37.22,22.96,electronics
1892,13.52,35.22,33.39,clothing
1893,99.89,44.04,9.22,clothing
1894,95.95,16.6,27.6,electronics
1895,65.34,49.0,28.6,electronics
1896,28.36,49.17,14.32,medical
1897,96.1,17.09,36.65,food
1898,66.41,1.1,19.58,tools
1899,68.91,21.24,35.92,medical
1900,77.43,27.37,31.7,tools
1901,56.17,44.74,32.83,medical
1902,68.86,18.3,32.7,clothing
1903,39.01,9.68,30.95,tools
1904,16.85,19.15,8.53,tools
1905,26.04,1.97,11.96,electronics
1906,23.19,41.0,25.38,food
1907,27.25,25.2,15.16,electronics
1908,51.82,35.5,24.64,tools
1909,23.63,41.24,16.45,electronics
1910,59.06,25.21,22.52,clothing
1911,68.86,30.55,7.85,clothing
1912,17.18,4.19,11.13,clothing
1913,86.27,44.17,29.43,electronics
1914,23.23,34.22,39.69,clothing
1915,63.37,34.35,35.44,tools
1916,94.1,32.41,37.78,tools
1917,86.12,16.83,33.93,medical
1918,31.03,34.33,19.2,electronics
1919,54.14,3.13,29.13,tools
1920,31.4,21.58,18.51,tools
1921,42.23,17.4,35.32,tools
1922,99.08,12.06,27.89,tools
1923,92.11,10.65,13.84,tools
1924,64.47,5.74,19.72,tools
1925,61.29,31.69,14.04,electronics
1926,28.48,24.21,38.39,tools
1927,83.06,26.46,10.23,tools
1928,78.7,31.36,30.8,medical
1929,60.0,5.19,3.37,tools
1930,40.85,44.61,28.04,food
1931,10.89,40.32,3.14,clothing
1932,64.49,4.22,27.43,clothing
1933,9.96,42.65,16.67,clothing
1934,76.44,12.42,24.38,clothing
1935,6.01,19.81,32.01,clothing
1936,63.83,17.64,37.57,tools
1937,48.14,17.08,8.51,tools
1938,6.17,35.95,24.12,food
1939,90.92,7.17,20.85,electronics
1940,45.0,36.51,18.34,food
1941,18.08,3.16,5.98,clothing
1942,46.41,48.03,30.42,electronics
1943,60.45,27.52,6.68,medical
1944,34.32,17.8,15.38,tools
1945,54.18,33.23,6.64,food
1946,53.18,41.92,34.49,medical
1947,37.66,48.85,25.98,food
1948,79.6,17.74,27.05,medical
1949,61.98,17.23,23.56,electronics
1950,63.53,21.52,7.33,medical
1951,88.23,45.62,20.34,tools
1952,65.68,34.97,19.19,food
1953,27.71,36.99,38.15,electronics
1954,81.69,19.42,16.61,tools
1955,39.47,4.61,2.17,tools
1956,18.53,22.58,25.62,electronics
1957,9.17,2.45,8.72,food
1958,25.8,13.84,7.8,clothing
1959,28.37,10.6,7.87,electronics
1960,91.51,2.03,27.42,medical
1961,67.21,44.37,14.2,food
1962,33.98,12.77,32.57,food
1963,94.41,48.88,39.91,medical
1964,88.45,4.2,6.63,food
1965,80.52,10.39,15.75,electronics
1966,35.21,22.05,25.81,tools
1967,77.49,29.78,34.32,electronics
1968,80.01,17.06,3.08,electronics
1969,87.92,42.72,38.77,medical
1970,24.88,4.99,19.36,clothing
1971,11.16,25.92,30.3,clothing
1972,40.56,26.43,7.98,electronics
1973,54.92,24.68,38.27,medical
1974,30.49,20.65,36.93,clothing
1975,66.73,11.15,35.9,medical
1976,87.0,20.4,12.93,medical
1977,59.28,46.84,15.59,clothing
1978,13.05,37.83,12.51,clothing
1979,38.4,29.61,19.14,clothing
1980,36.96,23.11,17.87,electronics
1981,81.43,16.53,15.91,food
1982,46.96,14.02,3.96,tools
1983,32.98,25.59,22.32,tools
1984,79.66,46.4,4.84,tools
1985,39.22,27.76,14.02,electronics
1986,28.75,37.52,30.97,electronics
1987,23.11,30.6,6.38,clothing
1988,91.68,1.42,12.68,electronics
1989,79.4,20.79,16.82,clothing
1990,76.99,1.58,26.51,food
1991,87.22,12.15,29.21,food
1992,50.07,26.28,31.65,medical
1993,73.64,23.61,31.88,electronics
1994,85.35,22.01,37.74,medical
1995,24.91,23.05,22.78,electronics
1996,18.2,43.81,12.92,tools
1997,52.48,33.28,14.83,food
1998,44.82,34.6,16.73,clothing
1999,33.47,29.76,23.14,tools
2000,92.6,8.53,38.15,electronics
2001,58.98,40.16,36.64,clothing
2002,87.36,49.03,8.96,medical
2003,11.05,19.94,19.52,electronics
2004,59.1,23.13,35.9,tools
2005,21.29,34.07,7.93,clothing
2006,51.42,10.15,3.71,medical
2007,31.96,12.42,26.72,tools
2008,48.19,19.06,1.43,electronics
2009,86.67,21.13,7.12,tools
2010,17.27,21.5,29.98,medical
2011,95.73,43.42,6.07,food
2012,34.43,41.08,26.93,food
2013,62.35,47.02,23.91,clothing
2014,73.09,23.49,8.87,food
2015,47.34,41.4,24.59,food
2016,54.96,45.6,35.29,medical
2017,48.96,2.92,4.55,medical
2018,37.94,42.29,31.9,medical
2019,63.24,40.69,7.83,food
2020,22.06,31.27,17.85,medical
2021,91.53,9.99,23.18,medical
2022,71.37,3.14,35.54,food
2023,31.01,31.78,12.38,tools
2024,71.31,36.4,9.47,medical
2025,44.07,38.33,5.73,electronics
2026,12.27,6.16,30.9,electronics
2027,43.96,9.08,9.09,tools
2028,48.91,4.59,28.08,medical
2029,41.21,37.55,34.38,medical
2030,8.59,13.28,28.65,food
2031,36.08,37.69,19.91,tools
2032,12.84,33.19,28.83,medical
2033,18.32,41.2,33.82,food
2034,84.66,30.74,7.91,tools
2035,55.79,20.15,4.03,tools
2036,69.35,8.52,14.97,food
2037,72.87,44.74,21.76,medical
2038,71.19,41.99,32.65,tools
2039,42.11,16.11,3.04,tools
2040,9.62,19.49,8.87,food
2041,40.59,12.69,4.56,medical
2042,7.65,1.71,33.0,tools
2043,25.95,44.23,32.08,food
2044,73.78,3.16,20.99,electronics
2045,35.65,31.71,25.36,clothing
2046,42.53,21.97,10.06,tools
2047,38.87,9.51,16.68,electronics
2048,6.14,11.43,9.58,electronics
2049,66.74,19.08,3.63,food
2050,44.05,38.61,20.48,tools
2051,72.69,39.77,36.97,clothing
2052,21.29,47.99,24.39,medical
2053,69.4,48.65,28.06,electronics
2054,21.66,38.32,27.82,medical
2055,11.41,1.86,36.57,medical
2056,41.33,32.39,10.06,clothing
2057,71.94,1.65,1.83,tools
2058,34.34,37.16,30.53,clothing
2059,12.54,7.74,20.45,food
2060,19.41,11.01,2.48,clothing
2061,98.91,22.74,35.22,food
2062,31.42,32.54,30.66,clothing
2063,80.22,21.33,32.7,tools
2064,26.76,36.91,14.37,food
2065,56.23,45.42,26.94,food
2066,81.14,35.12,9.68,medical
2067,54.54,9.99,25.56,tools
2068,87.64,4.43,8.51,food
2069,94.14,7.15,7.77,clothing
2070,83.97,46.66,10.22,tools
2071,45.49,23.89,7.4,food
2072,28.27,9.65,10.71,electronics
2073,59.76,48.42,8.85,medical
2074,12.6,48.66,16.53,food
2075,49.72,21.71,24.77,medical
2076,77.23,41.16,31.95,tools
2077,77.38,21.94,4.25,electronics
2078,61.54,8.49,29.34,electronics
2079,41.14,15.99,12.05,clothing
2080,62.57,4.53,6.33,medical
2081,23.59,45.89,1.16,clothing
2082,74.39,19.34,16.78,medical
2083,94.33,48.55,15.55,medical
2084,34.24,49.39,3.78,tools
2085,99.28,7.1,37.35,food
2086,23.45,22.38,10.96,electronics
2087,53.41,24.94,27.85,tools
2088,66.84,46.4,29.69,food
2089,50.38,46.15,15.1,tools
2090,71.26,32.62,11.19,medical
2091,94.71,8.22,10.65,clothing
2092,95.42,42.23,1.48,tools
2093,66.22,45.93,16.51,clothing
2094,97.54,4.94,36.49,medical
2095,20.75,21.92,27.98,clothing
2096,96.93,33.27,15.93,electronics
2097,74.72,37.87,37.05,tools
2098,15.38,29.06,32.1,food
2099,30.56,11.27,30.18,electronics
2100,5.61,9.25,20.18,tools
2101,11.63,35.12,21.47,electronics
2102,74.64,9.36,15.61,food
2103,23.81,9.92,37.99,medical
2104,58.87,11.42,8.84,food
2105,81.87,10.4,39.33,medical
2106,46.87,45.74,5.26,food
2107,12.58,5.2,5.86,tools
2108,37.5,29.7,19.64,tools
2109,5.9,14.04,38.25,clothing
2110,79.97,3.05,9.23,tools
2111,40.69,26.48,38.52,electronics
2112,93.55,24.19,14.14,medical
2113,36.97,34.41,14.38,electronics
2114,82.6,47.11,26.94,medical
2115,63.03,48.79,35.05,tools
2116,5.29,43.66,16.67,food
2117,7.44,7.02,21.69,food
2118,40.0,31.3,26.7,medical
2119,53.92,33.35,1.12,electronics
2120,6.58,18.65,2.78,electronics
2121,69.4,12.44,19.9,clothing
2122,80.43,18.07,37.62,medical
2123,98.75,43.0,36.3,medical
2124,32.92,10.56,6.58,clothing
2125,88.24,39.46,28.95,tools
2126,17.15,40.04,12.75,clothing
2127,98.79,23.87,35.96,tools
2128,50.81,27.49,10.49,food
2129,76.56,33.33,4.49,medical
2130,99.37,2.43,37.23,electronics
2131,90.75,38.55,9.59,electronics
2132,68.26,47.62,27.15,food
2133,92.66,32.04,20.19,electronics
2134,87.83,46.66,30.89,clothing
2135,11.14,17.82,36.5,medical
2136,67.12,39.47,38.68,medical
2137,81.8,11.95,5.51,tools
2138,15.58,17.67,24.1,food
2139,75.74,6.69,15.34,electronics
2140,95.64,29.27,1.07,tools
2141,61.06,10.3,16.14,medical
2142,35.37,18.89,27.49,food
2143,54.38,30.48,9.66,medical
2144,5.87,42.77,13.32,electronics
2145,84.54,25.49,18.78,clothing
2146,31.92,37.61,34.12,tools
2147,61.89,16.14,39.62,tools
2148,30.98,42.54,23.38,food
2149,52.03,35.5,15.69,electronics
2150,19.51,36.12,34.07,food
2151,71.54,3.58,34.75,food
2152,86.39,36.64,12.66,food
2153,99.15,27.85,14.16,medical
2154,99.08,38.13,16.25,clothing
2155,74.04,14.84,37.0,clothing
2156,42.41,7.41,30.34,clothing
2157,87.26,3.65,37.45,electronics
2158,48.47,9.02,6.36,medical
2159,32.65,8.1,9.51,food
2160,74.86,1.45,29.31,clothing
2161,14.69,39.49,34.48,medical
2162,95.29,21.93,33.82,tools
2163,14.12,48.73,8.01,tools
2164,16.15,26.26,14.2,medical
2165,97.12,31.72,16.76,tools
2166,16.29,20.44,12.8,clothing
2167,95.68,32.99,15.64,tools
2168,78.88,43.38,26.36,electronics
2169,65.07,22.81,1.45,tools
2170,12.85,24.97,27.08,clothing
2171,26.37,29.76,39.51,medical
2172,31.0,37.52,31.98,food
2173,41.48,50.0,28.41,electronics
2174,59.29,5.87,3.48,clothing
2175,22.56,40.83,1.77,clothing
2176,82.66,39.39,21.67,tools
2177,54.3,29.65,28.84,tools
2178,76.58,11.17,26.68,tools
2179,22.16,30.36,8.02,clothing
2180,47.49,16.4,2.53,clothing
2181,24.59,8.9,22.94,tools
2182,13.04,7.11,12.64,clothing
2183,21.3,48.88,26.67,food
2184,33.56,47.36,21.26,electronics
2185,67.62,22.8,23.51,electronics
2186,54.65,49.31,14.73,clothing
2187,53.51,34.71,26.84,tools
2188,27.52,10.22,12.69,food
2189,95.96,30.51,9.43,electronics
2190,31.35,36.73,17.46,clothing
2191,29.22,19.71,36.24,medical
2192,48.33,47.29,27.38,food
2193,55.91,4.46,29.57,food
2194,72.87,28.62,26.26,clothing
2195,62.47,21.56,6.99,medical
2196,41.0,48.24,10.65,electronics
2197,16.84,6.39,22.39,tools
2198,36.29,5.36,36.46,electronics
2199,18.9,40.11,11.67,tools
2200,40.83,48.47,15.77,tools
2201,79.36,7.05,21.53,electronics
2202,60.94,40.53,4.73,electronics
2203,71.54,43.4,22.51,clothing
2204,14.41,3.35,13.4,medical
2205,22.16,40.5,27.43,clothing
2206,57.41,44.22,16.7,clothing
2207,17.12,1.47,21.03,food
2208,67.47,7.99,23.13,electronics
2209,10.02,36.55,39.01,food
2210,69.43,21.49,18.85,medical
2211,98.69,40.12,20.59,electronics
2212,95.5,26.51,29.02,food
2213,33.99,43.04,37.95,medical
2214,78.2,42.42,25.75,tools
2215,74.35,47.3,7.44,tools
2216,13.04,15.01,37.25,tools
2217,96.41,21.78,20.84,food
2218,50.57,26.24,39.92,clothing
2219,71.3,20.87,25.04,tools
2220,72.85,35.43,30.24,food
2221,99.45,33.4,36.9,clothing
2222,69.99,3.08,18.5,food
2223,69.08,44.21,21.42,food
2224,21.61,18.99,6.2,electronics
2225,95.49,21.71,15.78,electronics
2226,97.12,17.56,27.48,clothing
2227,85.82,43.03,12.31,medical
2228,32.89,11.44,29.78,clothing
2229,42.39,46.23,37.24,clothing
2230,83.44,2.74,19.06,clothing
2231,85.59,3.82,1.23,medical
2232,36.21,18.34,1.2,food
2233,43.2,1.43,17.8,food
2234,13.05,26.2,6.99,tools
2235,91.75,1.34,31.01,electronics
2236,26.48,20.37,12.67,medical
2237,89.76,27.28,11.51,medical
2238,67.35,22.53,6.46,medical
2239,5.55,44.3,28.66,tools
2240,23.01,2.97,16.39,electronics
2241,90.59,8.86,8.76,medical
2242,96.17,49.16,5.63,medical
2243,57.26,40.19,28.86,electronics
2244,76.35,39.24,16.6,medical
2245,17.48,47.93,31.92,food
2246,19.78,25.5,30.93,food
2247,9.94,41.66,17.76,clothing
2248,75.06,22.28,12.29,medical
2249,12.85,22.02,25.09,clothing
2250,22.75,14.78,5.49,electronics
2251,99.45,13.12,33.0,food
2252,50.02,39.35,5.02,clothing
2253,63.05,10.24,34.34,food
2254,26.79,7.48,2.5,food
2255,93.26,21.89,25.04,tools
2256,87.11,19.64,21.47,food
2257,26.07,21.88,3.39,medical
2258,66.17,15.91,11.5,electronics
2259,94.58,35.87,10.63,tools
2260,22.27,1.03,26.76,electronics
2261,25.14,24.13,36.43,tools
2262,45.94,13.36,20.16,electronics
2263,33.91,5.75,1.53,clothing
2264,78.19,7.39,15.06,electronics
2265,75.58,29.86,24.58,food
2266,66.77,11.29,15.98,tools
2267,17.4,37.39,5.69,clothing
2268,96.99,44.32,32.88,food
2269,71.94,46.35,3.92,clothing
2270,63.81,15.77,19.49,food
2271,55.69,8.53,5.99,medical
2272,57.3,13.37,35.21,clothing
2273,97.64,44.85,18.49,tools
2274,91.53,4.32,17.34,clothing
2275,80.13,9.18,11.69,food
2276,32.52,47.83,3.37,food
2277,75.37,20.48,27.7,clothing
2278,97.3,9.11,30.28,medical
2279,58.44,20.12,24.68,food
2280,22.49,8.84,9.49,tools
2281,88.52,39.74,18.76,clothing
2282,29.59,42.77,12.56,electronics
2283,57.45,9.38,2.78,food
2284,32.73,32.34,37.74,electronics
2285,93.09,14.25,31.83,food
2286,99.01,11.29,5.53,electronics
2287,65.1,48.64,13.66,clothing
2288,30.08,7.55,36.04,electronics
2289,35.84,3.81,32.82,electronics
2290,25.83,48.3,7.89,tools
2291,56.05,48.96,31.35,clothing
2292,15.11,37.54,15.9,electronics
2293,87.65,32.08,22.48,medical
2294,25.96,14.17,23.68,medical
2295,19.79,12.35,29.33,electronics
2296,19.09,24.47,20.34,medical
2297,22.58,43.26,8.37,medical
2298,94.62,9.84,12.0,electronics
2299,20.48,9.71,16.37,clothing
2300,22.85,8.03,17.63,medical
2301,91.37,48.55,4.91,clothing
2302,18.04,37.77,1.46,tools
2303,40.9,2.02,33.24,tools
2304,17.56,38.74,11.44,clothing
2305,6.28,48.35,38.35,tools
2306,56.53,41.09,34.26,tools
2307,24.22,24.54,22.95,medical
2308,82.47,16.06,19.68,food
2309,10.31,34.91,25.47,tools
2310,7.01,3.18,22.24,tools
2311,53.6,41.99,6.53,food
2312,7.28,21.93,6.75,electronics
2313,26.46,44.07,16.01,tools
2314,51.72,49.55,9.76,electronics
2315,38.94,31.17,5.62,tools
2316,90.08,30.62,7.94,clothing
2317,36.81,9.89,17.58,electronics
2318,64.35,15.06,35.14,electronics
2319,92.04,33.42,37.38,tools
2320,79.94,43.22,39.14,food
2321,35.42,20.14,29.13,medical
2322,82.39,6.55,17.67,electronics
2323,18.74,16.83,5.97,medical
2324,38.5,25.22,19.77,medical
2325,62.17,32.19,6.39,food
2326,41.4,27.92,22.01,medical
2327,55.59,41.25,16.0,clothing
2328,72.92,26.82,31.29,food
2329,71.79,12.52,1.11,tools
2330,39.43,24.22,6.21,tools
2331,10.66,18.12,34.1,food
2332,33.0,8.06,34.28,medical
2333,28.04,41.56,3.18,food
2334,16.14,35.09,6.58,tools
2335,71.13,21.81,3.11,tools
2336,67.96,4.61,33.66,food
2337,7.87,18.9,4.08,tools
2338,6.19,41.72,17.24,food
2339,49.63,7.87,21.57,electronics
2340,49.67,36.41,18.31,tools
2341,32.24,8.64,35.37,tools
2342,62.4,9.51,7.25,medical
2343,84.1,34.32,35.16,clothing
2344,72.58,13.64,23.31,electronics
2345,72.39,21.76,7.12,tools
2346,54.54,48.92,5.88,food
2347,43.04,3.74,16.3,clothing
2348,62.48,4.78,28.0,medical
2349,34.75,32.45,33.26,food
2350,10.19,19.2,17.54,electronics
2351,15.3,4.81,24.52,electronics
2352,7.66,14.83,22.12,tools
2353,25.13,1.54,36.48,food
2354,57.41,32.28,2.26,electronics
2355,13.08,28.94,2.75,medical
2356,9.34,16.41,37.8,tools
2357,98.15,37.83,38.39,clothing
2358,23.51,37.84,29.3,food
2359,71.75,5.77,16.88,clothing
2360,14.6,40.57,6.86,clothing
2361,80.63,24.37,34.88,tools
2362,32.56,8.43,19.06,tools
2363,95.52,12.35,9.41,food
2364,78.04,8.89,38.58,clothing
2365,99.27,30.83,21.41,electronics
2366,47.51,7.43,12.34,clothing
